Genome,Scheme,ST,ldh,cat,lhkA,abcZ,dapE,dat,bglA
GCF_014526825.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_014526835.fna.gz,lmonocytogenes,551,3,88,1,5,29,5,6
GCF_014526845.fna.gz,lmonocytogenes,844,37,8,91,8,6,1,6
GCF_014526855.fna.gz,lmonocytogenes,101,14,15,9,7,8,6,15
GCF_014526905.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_014526925.fna.gz,lmonocytogenes,378,24,19,1,7,6,1,49
GCF_014526935.fna.gz,lmonocytogenes,561,2,5,71,5,7,6,8
GCF_014526945.fna.gz,lmonocytogenes,1216,2,10,1,7,6,1,10
GCF_014526985.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_014526995.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_014527025.fna.gz,lmonocytogenes,59,1,12,7,11,16,3,1
GCF_014527045.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_014527055.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_014527085.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_014527095.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_014527125.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_014527145.fna.gz,lmonocytogenes,554,5,9,5,2,1,3,1
GCF_014527165.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_014527175.fna.gz,lmonocytogenes,815,284,9,3,1,1,2,2
GCF_014527195.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_014527205.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_014527245.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_014529455.fna.gz,lmonocytogenes,217,5,1,3,1,3,7,9
GCF_014843275.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_014843295.fna.gz,lmonocytogenes,12,22,5,1,5,7,6,8
GCF_014843315.fna.gz,lmonocytogenes,569,232,93,77,86,101,61,75
GCF_014843335.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_014983505.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_014983645.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_014983945.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_014987905.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_015352495.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_015352515.fna.gz,lmonocytogenes,378,24,19,1,7,6,1,49
GCF_015352525.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_015352545.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_015352565.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_015352595.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_015352615.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_015352635.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_015352655.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_015352665.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_015352695.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_015352715.fna.gz,lmonocytogenes,378,24,19,1,7,6,1,49
GCF_015352725.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_015352735.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_015352765.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_015352785.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_015352815.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_015352835.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_015352845.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_015352875.fna.gz,lmonocytogenes,101,14,15,9,7,8,6,15
GCF_015352915.fna.gz,lmonocytogenes,101,14,15,9,7,8,6,15
GCF_015354355.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_015583955.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_015689035.fna.gz,lmonocytogenes,1194,388,204,28,116,253,34,33
GCF_015883325.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_015883385.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_015883405.fna.gz,lmonocytogenes,451,4,10,1,7,21,1,5
GCF_015904145.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_015904155.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_015904165.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_015910505.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_015910615.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_016124165.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_016126225.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126295.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126305.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126335.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126345.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126355.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126385.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126415.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126435.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126445.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126465.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126495.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126515.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126525.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126555.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126575.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126585.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126615.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016126635.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_016404955.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_016612045.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_016612055.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_016612065.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_016612075.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_016612085.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_016612145.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_016612165.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_016612185.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_016612205.fna.gz,lmonocytogenes,19,24,19,1,7,6,1,6
GCF_016612215.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_016612245.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_016612265.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_016612285.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_016612305.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_016612315.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_016612325.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_016612355.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_016612385.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_016612395.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_016612405.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_016612415.fna.gz,lmonocytogenes,398,7,19,1,7,6,1,13
GCF_016612425.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_016612485.fna.gz,lmonocytogenes,403,24,10,1,7,4,5,7
GCF_016612525.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_016728025.fna.gz,lmonocytogenes,427,3,66,1,15,18,1,10
GCF_016757715.fna.gz,lmonocytogenes,365,7,3,1,7,6,5,6
GCF_016767835.fna.gz,lmonocytogenes,224,94,12,2,11,38,3,3
GCF_016775725.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_016775745.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_016775765.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_016802645.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_016881705.fna.gz,lmonocytogenes,706,7,8,1,5,21,1,29
GCF_016918585.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_016918605.fna.gz,lmonocytogenes,-,2,16,1,,7,82,10
GCF_016918625.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_016918645.fna.gz,lmonocytogenes,-,2,15,6,5,7,1,7
GCF_016918665.fna.gz,lmonocytogenes,836,2,16,1,7,7,82,10
GCF_016918675.fna.gz,lmonocytogenes,431,14,15,9,7,78,6,15
GCF_016918705.fna.gz,lmonocytogenes,-,2,15,6,5,7,1,7
GCF_016918725.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_016919025.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_016919035.fna.gz,lmonocytogenes,-,2,16,1,,7,82,10
GCF_016919085.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_016919095.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_016919125.fna.gz,lmonocytogenes,836,2,16,1,7,7,82,10
GCF_016919145.fna.gz,lmonocytogenes,836,2,16,1,7,7,82,10
GCF_016919225.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115185.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115205.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115215.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115235.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115255.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115285.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115305.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115325.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115335.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115365.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115385.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115395.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_017115425.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115445.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115545.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115585.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115605.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115615.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115685.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017115705.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017116765.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_017255455.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_017255515.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_017308695.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_017308725.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_017308755.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_017308775.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_017308795.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_017308805.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_017308815.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_017308855.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_017308875.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_017308885.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_017308895.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_017308905.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_017308915.fna.gz,lmonocytogenes,-,,,,,3,6,
GCF_017313795.fna.gz,lmonocytogenes,-,1,11,,1,11,2,1
GCF_017313815.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017313865.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017313885.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017313895.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017313905.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017313915.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017313945.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017313985.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314005.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314015.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314045.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314065.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314085.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314105.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314125.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314145.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314155.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314165.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314205.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314225.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314245.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314265.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314285.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314295.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314325.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314345.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314355.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314365.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314405.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314425.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314445.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314465.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314485.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017314505.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314525.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314535.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314545.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314565.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314605.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314625.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314635.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314665.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314685.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017314705.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017314725.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_017314735.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314765.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314775.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314805.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314825.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314835.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017314865.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017314885.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017314895.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017314925.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017314945.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017314965.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017314985.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017314995.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017315025.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017315045.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017315065.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017315085.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017315105.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017315115.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_017571325.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_017571345.fna.gz,lmonocytogenes,54,1,12,3,1,17,2,1
GCF_017571365.fna.gz,lmonocytogenes,59,1,12,7,11,16,3,1
GCF_017571385.fna.gz,lmonocytogenes,54,1,12,3,1,17,2,1
GCF_017571395.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_017571425.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_017571445.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_017589755.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_017589775.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_017589795.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_017589815.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_017589825.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_017653885.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_017653895.fna.gz,lmonocytogenes,451,4,10,1,7,21,1,5
GCF_017696365.fna.gz,lmonocytogenes,808,1,4,5,11,3,3,1
GCF_017696385.fna.gz,lmonocytogenes,220,1,7,2,1,2,4,3
GCF_017696415.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_017696495.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017696515.fna.gz,lmonocytogenes,59,1,12,7,11,16,3,1
GCF_017696535.fna.gz,lmonocytogenes,54,1,12,3,1,17,2,1
GCF_017696545.fna.gz,lmonocytogenes,59,1,12,7,11,16,3,1
GCF_017696575.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017696595.fna.gz,lmonocytogenes,220,1,7,2,1,2,4,3
GCF_017696615.fna.gz,lmonocytogenes,220,1,7,2,1,2,4,3
GCF_017696635.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_017696645.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017696655.fna.gz,lmonocytogenes,220,1,7,2,1,2,4,3
GCF_017696735.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_017696745.fna.gz,lmonocytogenes,54,1,12,3,1,17,2,1
GCF_017696795.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017696815.fna.gz,lmonocytogenes,54,1,12,3,1,17,2,1
GCF_017696825.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_017696955.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_017700145.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017700195.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_017700205.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_017700275.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_017700285.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_017700325.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017700375.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017700415.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_017700455.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_017700465.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017700485.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017700515.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_017700535.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_017700555.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017700565.fna.gz,lmonocytogenes,224,94,12,2,11,38,3,3
GCF_017700595.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_017700615.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_017700635.fna.gz,lmonocytogenes,59,1,12,7,11,16,3,1
GCF_017700645.fna.gz,lmonocytogenes,20,7,3,1,17,6,5,13
GCF_017700655.fna.gz,lmonocytogenes,59,1,12,7,11,16,3,1
GCF_017700695.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_017700715.fna.gz,lmonocytogenes,220,1,7,2,1,2,4,3
GCF_017862655.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_017862675.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_017862685.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_017862715.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_017862725.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_018034845.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_018034865.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_018034875.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_018034905.fna.gz,lmonocytogenes,403,24,10,1,7,4,5,7
GCF_018034915.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_018034945.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_018034965.fna.gz,lmonocytogenes,21,6,3,1,7,10,5,7
GCF_018034985.fna.gz,lmonocytogenes,59,1,12,7,11,16,3,1
GCF_018035005.fna.gz,lmonocytogenes,412,2,8,1,7,6,1,52
GCF_018035025.fna.gz,lmonocytogenes,391,2,62,1,7,28,5,6
GCF_018035045.fna.gz,lmonocytogenes,391,2,62,1,7,28,5,6
GCF_018035065.fna.gz,lmonocytogenes,403,24,10,1,7,4,5,7
GCF_018035085.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_018035105.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_018035215.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_018106265.fna.gz,lmonocytogenes,515,1,1,3,3,39,3,1
GCF_018310555.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_018336635.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_018336655.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_018336675.fna.gz,lmonocytogenes,-,3,,1,5,9,5,6
GCF_018336695.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_018336715.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_018336735.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_018336755.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_018336775.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_018336795.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_018380625.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_018440725.fna.gz,lmonocytogenes,31,8,10,1,7,19,9,14
GCF_018440775.fna.gz,lmonocytogenes,622,4,6,1,100,4,1,5
GCF_018440805.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_018440845.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_018440905.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_018440945.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_018446355.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_018604185.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_018604205.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_018604225.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_018604245.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_018604265.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_018604285.fna.gz,lmonocytogenes,101,14,15,9,7,8,6,15
GCF_018604305.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_018604325.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_018672415.fna.gz,lmonocytogenes,398,7,19,1,7,6,1,13
GCF_018735785.fna.gz,lmonocytogenes,2035,5,9,3,1,455,2,2
GCF_018735945.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_018736025.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_018799085.fna.gz,lmonocytogenes,-,1,1,3,3,1,,1
GCF_018804125.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_018966765.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_018966805.fna.gz,lmonocytogenes,1069,145,194,161,204,24,151,105
GCF_018968745.fna.gz,lmonocytogenes,1140,355,99,150,189,225,32,159
GCF_019192805.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_019192845.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_019192865.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_019192925.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_019200985.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_019201045.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_019219725.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_019219745.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_019265865.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_019265885.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_019265905.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_019265925.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_019265945.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_019332005.fna.gz,lmonocytogenes,-,7,,1,7,6,5,6
