Scheme	Genome	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
pmultocida#1	GCF_001930465.fna	2295411	30	76513.7	500004	1070	685	2	202082	4	141113	6	46548	12
pmultocida#1	GCF_001930525.fna	2294104	32	71690.75	499999	1070	686	2	174685	4	116133	7	46548	13
pmultocida#1	GCF_001930605.fna	2424893	39	62176.74	260731	1070	438	1	141272	6	71956	11	45047	19
pmultocida#1	GCF_001930705.fna	2416171	33	73217.3	333097	1070	440	1	195215	5	101595	9	45047	17
pmultocida#1	GCF_001930765.fna	2295827	29	79166.45	509187	1070	468	2	201535	4	140962	6	46548	12
pmultocida#1	GCF_001930875.fna	2293925	31	73997.58	500007	1070	692	2	174685	4	116151	7	46548	13
pmultocida#1	GCF_001930895.fna	2332691	36	64796.97	500006	1070	696	2	174687	4	89231	8	45047	15
pmultocida#1	GCF_001930925.fna	2292293	30	76409.77	500102	1070	466	2	174685	4	114344	7	46548	13
pmultocida#1	GCF_001930965.fna	2461959	43	57254.86	481604	1021	691	3	119391	6	77792	11	41691	19
pmultocida#1	GCF_001931115.fna	2303096	26	88580.62	499985	1199	507	1	185286	4	114224	7	44727	14
pmultocida#1	GCF_001931145.fna	2294116	31	74003.74	500062	1070	686	2	174685	4	116332	7	46548	13
pmultocida#1	GCF_001931155.fna	2283391	41	55692.46	509160	1000	34	1	156853	5	89232	9	44728	16
pmultocida#1	GCF_001931185.fna	2286479	41	55767.78	499971	1000	308	4	156853	5	89232	9	44728	16
pmultocida#1	GCF_001931225.fna	2289856	28	81780.57	509165	1199	247	1	141020	4	96009	8	46562	14
pmultocida#1	GCF_001931235.fna	2295420	29	79152.41	509186	1070	689	2	174685	4	116324	7	46548	13
pmultocida#1	GCF_001931265.fna	2409600	38	63410.53	270697	1070	215	1	116914	6	89288	11	45047	18
pmultocida#1	GCF_001931455.fna	2283087	41	55685.05	509160	1000	436	1	156853	5	89232	9	41691	16
pmultocida#1	GCF_001956795.fna	2325026	1	2325026	2325026	2325026	0	0	2325026	1	2325026	1	2325026	1
pmultocida#1	GCF_002023805.fna	2400855	30	80028.5	626912	1236	410	1	190835	4	180932	6	69584	11
pmultocida#1	GCF_002023825.fna	2407798	29	83027.52	626933	1026	410	1	197921	4	180929	6	69531	11
pmultocida#1	GCF_002023835.fna	2335382	15	155692.13	689703	1236	492	1	333581	3	137994	5	80512	9
pmultocida#1	GCF_002023845.fna	2335189	14	166799.21	689686	1236	367	1	562113	2	142642	4	80512	8
pmultocida#1	GCF_002023885.fna	2270275	11	206388.64	1072951	1236	492	1	352828	2	192583	3	88820	7
pmultocida#1	GCF_002023905.fna	2374729	30	79157.63	618177	1027	487	6	215414	3	190299	5	69382	10
pmultocida#1	GCF_002023925.fna	2349029	28	83893.89	405568	1098	679	1	190235	5	160883	7	85096	12
pmultocida#1	GCF_002023935.fna	2431039	36	67528.86	653129	1022	194	3	216212	4	173519	6	77826	11
pmultocida#1	GCF_002023945.fna	2332744	15	155516.27	598141	1236	369	1	313092	3	191942	4	87397	8
pmultocida#1	GCF_002023985.fna	2275582	14	162541.57	536836	1236	0	0	210110	3	192278	6	89067	9
pmultocida#1	GCF_002024005.fna	2271558	19	119555.68	529806	1236	534	2	209849	3	162712	6	80471	10
pmultocida#1	GCF_002024015.fna	2214585	13	170352.69	618151	1236	630	2	352737	3	192709	4	89312	8
pmultocida#1	GCF_002024045.fna	2270271	13	174636.23	618058	1236	630	2	586840	2	191325	4	87397	8
pmultocida#1	GCF_002024065.fna	2272221	15	151481.4	529801	1236	492	1	210043	3	192290	6	89067	9
pmultocida#1	GCF_002024085.fna	2278436	19	119917.68	398444	1026	369	1	353268	3	142521	6	80470	10
pmultocida#1	GCF_002059225.fna	2463037	2	1231518.5	2137782	325255	0	0	2137782	1	2137782	1	325255	2
pmultocida#1	GCF_002073255.fna	2335516	2	1167758	2331774	3742	0	0	2331774	1	2331774	1	2331774	1
pmultocida#1	GCF_002073295.fna	2295191	1	2295191	2295191	2295191	0	0	2295191	1	2295191	1	2295191	1
pmultocida#1	GCF_002083205.fna	2465192	3	821730.67	2419455	10208	0	0	2419455	1	2419455	1	2419455	1
pmultocida#1	GCF_002083215.fna	2387509	2	1193754.5	2368391	19118	0	0	2368391	1	2368391	1	2368391	1
pmultocida#1	GCF_002083265.fna	2438455	7	348350.71	2039328	10737	0	0	2039328	1	2039328	1	166495	2
pmultocida#1	GCF_002393385.fna	2346722	1	2346722	2346722	2346722	0	0	2346722	1	2346722	1	2346722	1
pmultocida#1	GCF_002591295.fna	2346712	1	2346712	2346712	2346712	0	0	2346712	1	2346712	1	2346712	1
pmultocida#1	GCF_002750755.fna	2398365	75	31978.2	403468	302	10	10	134067	6	95396	11	37392	18
pmultocida#1	GCF_002750815.fna	2456549	27	90983.3	621009	324	115	7	319554	3	188953	5	95345	9
pmultocida#1	GCF_002750835.fna	2355740	25	94229.6	585200	384	260	9	196045	3	125919	6	79254	11
pmultocida#1	GCF_002750875.fna	2438825	35	69680.71	404944	316	31075	4	257295	4	161544	7	78123	12
pmultocida#1	GCF_002750885.fna	2422636	54	44863.63	513174	303	11	11	236861	4	190104	6	65168	11
pmultocida#1	GCF_002817545.fna	2361492	24	98395.5	627247	380	9	7	348796	3	189433	5	95392	8
pmultocida#1	GCF_002859245.fna	2342910	1	2342910	2342910	2342910	0	0	2342910	1	2342910	1	2342910	1
pmultocida#1	GCF_002859265.fna	2344126	1	2344126	2344126	2344126	0	0	2344126	1	2344126	1	2344126	1
pmultocida#1	GCF_002859285.fna	2327616	1	2327616	2327616	2327616	0	0	2327616	1	2327616	1	2327616	1
pmultocida#1	GCF_002859305.fna	2327607	1	2327607	2327607	2327607	0	0	2327607	1	2327607	1	2327607	1
pmultocida#1	GCF_002859325.fna	2345801	1	2345801	2345801	2345801	0	0	2345801	1	2345801	1	2345801	1
pmultocida#1	GCF_002859345.fna	2334845	1	2334845	2334845	2334845	0	0	2334845	1	2334845	1	2334845	1
pmultocida#1	GCF_002859365.fna	2334467	1	2334467	2334467	2334467	0	0	2334467	1	2334467	1	2334467	1
pmultocida#1	GCF_002859385.fna	2337801	1	2337801	2337801	2337801	0	0	2337801	1	2337801	1	2337801	1
pmultocida#1	GCF_002859405.fna	2334516	1	2334516	2334516	2334516	0	0	2334516	1	2334516	1	2334516	1
pmultocida#1	GCF_002859425.fna	2462567	1	2462567	2462567	2462567	0	0	2462567	1	2462567	1	2462567	1
pmultocida#1	GCF_002859445.fna	2258592	1	2258592	2258592	2258592	0	0	2258592	1	2258592	1	2258592	1
pmultocida#1	GCF_002859465.fna	2530586	1	2530586	2530586	2530586	0	0	2530586	1	2530586	1	2530586	1
pmultocida#1	GCF_002859485.fna	2337902	1	2337902	2337902	2337902	0	0	2337902	1	2337902	1	2337902	1
pmultocida#1	GCF_002859505.fna	2333691	1	2333691	2333691	2333691	0	0	2333691	1	2333691	1	2333691	1
pmultocida#1	GCF_002859525.fna	2344125	1	2344125	2344125	2344125	0	0	2344125	1	2344125	1	2344125	1
pmultocida#1	GCF_002859545.fna	2342911	1	2342911	2342911	2342911	0	0	2342911	1	2342911	1	2342911	1
pmultocida#1	GCF_002891825.fna	2354071	1	2354071	2354071	2354071	0	0	2354071	1	2354071	1	2354071	1
pmultocida#1	GCF_002891845.fna	2363600	1	2363600	2363600	2363600	0	0	2363600	1	2363600	1	2363600	1
pmultocida#1	GCF_002893985.fna	2311006	32	72218.94	597846	1146	17575	58	172175	4	105657	7	44804	13
pmultocida#1	GCF_002900115.fna	2419020	118	20500.17	263784	208	0	0	68421	11	38837	20	14535	42
pmultocida#1	GCF_002930755.fna	2269243	24	94551.79	506593	1184	0	0	300188	3	161226	6	57394	11
pmultocida#1	GCF_002930775.fna	2270584	44	51604.18	410604	556	0	0	117759	5	82192	9	28100	18
pmultocida#1	GCF_002948995.fna	2126408	1	2126408	2126408	2126408	0	0	2126408	1	2126408	1	2126408	1
pmultocida#1	GCF_003061265.fna	2277636	1	2277636	2277636	2277636	0	0	2277636	1	2277636	1	2277636	1
pmultocida#1	GCF_003061385.fna	2305006	1	2305006	2305006	2305006	0	0	2305006	1	2305006	1	2305006	1
pmultocida#1	GCF_003261335.fna	2243772	1	2243772	2243772	2243772	200	2	2243772	1	2243772	1	2243772	1
pmultocida#1	GCF_003261435.fna	2321102	1	2321102	2321102	2321102	576	46	2321102	1	2321102	1	2321102	1
pmultocida#1	GCF_003261515.fna	2245345	1	2245345	2245345	2245345	138	3	2245345	1	2245345	1	2245345	1
pmultocida#1	GCF_003268295.fna	2439239	157	15536.55	595060	250	107	3	266187	4	111172	6	67664	11
pmultocida#1	GCF_003402875.fna	2449542	1	2449542	2449542	2449542	0	0	2449542	1	2449542	1	2449542	1
pmultocida#1	GCF_003402895.fna	2539430	1	2539430	2539430	2539430	0	0	2539430	1	2539430	1	2539430	1
pmultocida#1	GCF_003402915.fna	2446940	1	2446940	2446940	2446940	0	0	2446940	1	2446940	1	2446940	1
pmultocida#1	GCF_003402935.fna	2450574	1	2450574	2450574	2450574	0	0	2450574	1	2450574	1	2450574	1
pmultocida#1	GCF_003428945.fna	2386620	1	2386620	2386620	2386620	7378	10	2386620	1	2386620	1	2386620	1
pmultocida#1	GCF_004114645.fna	2350552	23	102197.91	647707	1215	551	3	289471	3	163986	5	70035	9
pmultocida#1	GCF_004286935.fna	2253947	31	72707.97	541567	530	0	0	329901	3	162208	5	74737	9
pmultocida#1	GCF_004286945.fna	2304775	15	153651.67	581176	5283	0	0	255746	3	165302	6	94335	9
pmultocida#1	GCF_004286955.fna	2235993	15	149066.2	540120	10332	0	0	330186	3	193658	5	88959	8
pmultocida#1	GCF_004286965.fna	2258903	26	86880.88	496524	530	0	0	329912	3	162180	5	74733	9
pmultocida#1	GCF_004286975.fna	2260244	14	161446	536718	5283	0	0	331933	3	199314	5	94335	8
pmultocida#1	GCF_004287035.fna	2265782	25	90631.28	488173	513	0	0	252886	4	162708	6	81018	10
pmultocida#1	GCF_004287045.fna	2234507	33	67712.33	503484	684	0	0	237642	4	105293	7	39059	13
pmultocida#1	GCF_004327765.fna	2234883	47	47550.7	525702	203	20	2	187414	4	141302	6	46421	12
pmultocida#1	GCF_004336735.fna	2301893	34	67702.74	352001	378	0	0	193816	5	123638	8	66349	12
pmultocida#1	GCF_004792555.fna	2346198	1	2346198	2346198	2346198	0	0	2346198	1	2346198	1	2346198	1
pmultocida#1	GCF_004792575.fna	2319415	1	2319415	2319415	2319415	0	0	2319415	1	2319415	1	2319415	1
pmultocida#1	GCF_004792595.fna	2309977	1	2309977	2309977	2309977	0	0	2309977	1	2309977	1	2309977	1
pmultocida#1	GCF_004792615.fna	2243763	1	2243763	2243763	2243763	0	0	2243763	1	2243763	1	2243763	1
pmultocida#1	GCF_004792635.fna	2325022	1	2325022	2325022	2325022	0	0	2325022	1	2325022	1	2325022	1
pmultocida#1	GCF_006232065.fna	2333292	1	2333292	2333292	2333292	0	0	2333292	1	2333292	1	2333292	1
pmultocida#1	GCF_006232125.fna	2349898	1	2349898	2349898	2349898	0	0	2349898	1	2349898	1	2349898	1
pmultocida#1	GCF_006274235.fna	2449276	1	2449276	2449276	2449276	0	0	2449276	1	2449276	1	2449276	1
pmultocida#1	GCF_006351865.fna	2448652	1	2448652	2448652	2448652	0	0	2448652	1	2448652	1	2448652	1
pmultocida#1	GCF_008693845.fna	2250063	1	2250063	2250063	2250063	0	0	2250063	1	2250063	1	2250063	1
pmultocida#1	GCF_009646155.fna	2345387	1	2345387	2345387	2345387	0	0	2345387	1	2345387	1	2345387	1
pmultocida#1	GCF_009663815.fna	2356683	61	38634.15	289171	549	0	0	106359	7	69993	12	45059	20
pmultocida#1	GCF_009739555.fna	2278563	1	2278563	2278563	2278563	0	0	2278563	1	2278563	1	2278563	1
pmultocida#1	GCF_009739575.fna	2243276	1	2243276	2243276	2243276	0	0	2243276	1	2243276	1	2243276	1
pmultocida#1	GCF_009901975.fna	2296236	19	120854.53	529985	538	53	3	366346	3	317081	4	89835	7
pmultocida#1	GCF_010443215.fna	2269094	2	1134547	2265748	3346	0	0	2265748	1	2265748	1	2265748	1
pmultocida#1	GCF_011149495.fna	2473705	2	1236852.5	2413993	59712	0	0	2413993	1	2413993	1	2413993	1
pmultocida#1	GCF_011390865.fna	2246076	1	2246076	2246076	2246076	0	0	2246076	1	2246076	1	2246076	1
pmultocida#1	GCF_012126375.fna	2300365	30	76678.83	596221	361	0	0	382962	3	125020	4	39150	11
pmultocida#1	GCF_012271895.fna	2255675	28	80559.82	594809	240	0	0	220435	3	111016	6	44715	11
pmultocida#1	GCF_012271915.fna	2256412	29	77807.31	594809	240	0	0	237868	4	111016	6	69842	11
pmultocida#1	GCF_012928515.fna	2318895	146	15882.84	412392	256	0	0	173708	5	120806	8	66982	13
pmultocida#1	GCF_012952165.fna	2369234	156	15187.4	412718	256	0	0	164549	5	119149	8	75053	13
pmultocida#1	GCF_012952185.fna	2273718	150	15158.12	516121	234	0	0	153457	4	110203	7	74956	12
pmultocida#1	GCF_012952205.fna	2377372	134	17741.58	419184	256	0	0	190725	4	154169	7	75222	12
pmultocida#1	GCF_012952225.fna	2369234	156	15187.4	412718	256	0	0	164549	5	119149	8	75053	13
pmultocida#1	GCF_013012025.fna	2347398	18	130411	620674	608	0	0	279510	3	200397	5	95668	9
pmultocida#1	GCF_013012805.fna	2323948	51	45567.61	248428	226	0	0	131253	7	101270	11	54455	18
pmultocida#1	GCF_013012825.fna	2219289	103	21546.5	219013	511	0	0	63785	11	43087	19	12696	38
pmultocida#1	GCF_013012845.fna	2275427	29	78463	522213	506	0	0	348864	3	192738	5	78912	9
pmultocida#1	GCF_013012855.fna	2369636	32	74051.12	379481	608	0	0	200735	5	116966	8	73483	13
pmultocida#1	GCF_013012885.fna	2309445	66	34991.59	526376	453	0	0	198343	4	169686	7	46602	13
pmultocida#1	GCF_013012895.fna	2337312	18	129850.67	621048	608	0	0	279516	3	189956	5	95668	9
pmultocida#1	GCF_013012905.fna	2384837	19	125517.74	620932	622	0	0	312068	3	200800	5	95668	9
pmultocida#1	GCF_013012945.fna	2353465	19	123866.58	620939	608	0	0	279507	3	200738	5	95668	9
pmultocida#1	GCF_013012965.fna	2426467	36	67401.86	439402	622	0	0	235919	4	173651	7	78107	11
pmultocida#1	GCF_013012975.fna	2328783	26	89568.58	525310	500	0	0	198277	4	175107	6	69471	11
pmultocida#1	GCF_013012985.fna	2424015	23	105391.96	621616	502	0	0	312068	3	173699	6	95668	9
pmultocida#1	GCF_013013025.fna	2356444	29	81256.69	526368	500	0	0	215819	4	145734	6	48538	12
pmultocida#1	GCF_013013045.fna	2398900	30	79963.33	406344	610	0	0	173646	5	119484	8	73483	14
pmultocida#1	GCF_013013065.fna	2354677	20	117733.85	620957	540	0	0	279499	3	200736	5	95668	9
pmultocida#1	GCF_013013075.fna	2354730	30	78491	526352	500	0	0	175000	4	117733	7	50949	13
pmultocida#1	GCF_013013085.fna	2324144	31	74972.39	526377	540	0	0	205726	4	169686	7	48585	12
pmultocida#1	GCF_013013125.fna	2353938	29	81170.28	526352	500	0	0	175000	4	117733	7	50949	13
pmultocida#1	GCF_013013135.fna	2366559	30	78885.3	414188	500	0	0	217294	4	117058	7	48585	12
pmultocida#1	GCF_013013165.fna	2368615	32	74019.22	526357	470	0	0	213748	4	174989	6	48645	11
pmultocida#1	GCF_013013175.fna	2367704	29	81644.97	526823	607	0	0	213748	4	174989	6	48645	11
pmultocida#1	GCF_013013205.fna	2367017	29	81621.28	526357	607	0	0	213748	4	174989	6	48645	11
pmultocida#1	GCF_013013215.fna	2422907	43	56346.67	439404	516	0	0	235966	4	173646	7	78107	11
pmultocida#1	GCF_013013225.fna	2424579	44	55104.07	439405	516	0	0	235987	4	173646	7	78107	11
pmultocida#1	GCF_013013235.fna	2397230	51	47004.51	406999	500	0	0	245603	4	160974	7	74221	12
pmultocida#1	GCF_013013245.fna	2340253	41	57079.34	426480	459	0	0	188071	4	162027	7	85093	11
pmultocida#1	GCF_013013305.fna	2349320	34	69097.65	405827	554	0	0	245665	4	189879	6	89051	10
pmultocida#1	GCF_013013315.fna	2370279	31	76460.61	405881	648	0	0	255480	4	195743	6	85294	10
pmultocida#1	GCF_013013345.fna	2321846	48	48371.79	359317	515	0	0	160985	6	100778	9	47952	15
pmultocida#1	GCF_013013355.fna	2383393	35	68096.94	405854	569	0	0	220758	4	195844	6	85138	10
pmultocida#1	GCF_013013365.fna	2292850	23	99689.13	417133	546	0	0	186321	5	150254	8	85291	12
pmultocida#1	GCF_013013405.fna	2391838	28	85422.79	416537	515	0	0	233263	4	189880	7	95572	10
pmultocida#1	GCF_013013425.fna	2223058	20	111152.9	531518	597	0	0	198220	3	170440	6	89198	9
pmultocida#1	GCF_013013435.fna	2297393	35	65639.8	405852	607	0	0	247185	4	160974	6	95572	10
pmultocida#1	GCF_013013455.fna	2389954	48	49790.71	405833	515	0	0	245666	4	160986	7	85292	11
pmultocida#1	GCF_013013475.fna	2397242	24	99885.08	654904	515	0	0	631491	2	189702	4	95569	7
pmultocida#1	GCF_013013505.fna	2221531	20	111076.55	531518	597	0	0	196998	3	170440	6	89198	9
pmultocida#1	GCF_013013525.fna	2312138	32	72254.31	410406	501	0	0	246254	4	189924	6	95572	9
pmultocida#1	GCF_013013535.fna	2350376	39	60266.05	440580	548	0	0	229304	4	160989	7	95572	10
pmultocida#1	GCF_013013545.fna	2397294	30	79909.8	416530	524	0	0	233263	4	189880	7	95572	10
pmultocida#1	GCF_013013565.fna	2295946	36	63776.28	538196	486	0	0	255481	3	161002	6	95572	9
pmultocida#1	GCF_013013585.fna	2466065	33	74729.24	445173	524	0	0	233401	4	189924	7	95572	10
pmultocida#1	GCF_013013625.fna	2271103	22	103231.95	416530	546	0	0	235396	4	189880	6	95572	9
pmultocida#1	GCF_013013645.fna	2495342	41	60862	440607	548	0	0	199083	5	189761	7	95572	11
pmultocida#1	GCF_013013655.fna	2274718	19	119722	614789	607	0	0	529364	2	196485	4	89195	8
pmultocida#1	GCF_013013675.fna	2370696	34	69726.35	326715	536	0	0	197592	5	116965	8	43714	15
pmultocida#1	GCF_013013685.fna	2274472	19	119709.05	614789	607	0	0	529364	2	196485	4	89195	8
pmultocida#1	GCF_014058465.fna	2277198	1	2277198	2277198	2277198	0	0	2277198	1	2277198	1	2277198	1
pmultocida#1	GCF_014058485.fna	2277198	1	2277198	2277198	2277198	0	0	2277198	1	2277198	1	2277198	1
pmultocida#1	GCF_014058585.fna	2277198	1	2277198	2277198	2277198	0	0	2277198	1	2277198	1	2277198	1
pmultocida#1	GCF_014058605.fna	2277198	1	2277198	2277198	2277198	0	0	2277198	1	2277198	1	2277198	1
pmultocida#1	GCF_014058625.fna	2277197	1	2277197	2277197	2277197	0	0	2277197	1	2277197	1	2277197	1
pmultocida#1	GCF_014058645.fna	2277197	1	2277197	2277197	2277197	0	0	2277197	1	2277197	1	2277197	1
pmultocida#1	GCF_014058665.fna	2277198	1	2277198	2277198	2277198	0	0	2277198	1	2277198	1	2277198	1
pmultocida#1	GCF_014338445.fna	2408285	1	2408285	2408285	2408285	3589	36	2408285	1	2408285	1	2408285	1
pmultocida#1	GCF_014338465.fna	2408436	1	2408436	2408436	2408436	3695	37	2408436	1	2408436	1	2408436	1
pmultocida#1	GCF_014495805.fna	2335429	1	2335429	2335429	2335429	0	0	2335429	1	2335429	1	2335429	1
pmultocida#1	GCF_015070975.fna	2402177	31	77489.58	529840	1236	0	0	194018	4	123562	7	68399	12
pmultocida#1	GCF_015354635.fna	2433584	102	23858.67	263623	502	0	0	70050	10	43266	19	12432	41
pmultocida#1	GCF_015354645.fna	2434476	104	23408.42	263623	502	0	0	69925	11	43266	19	12432	41
pmultocida#1	GCF_015354675.fna	2435376	109	22342.9	263623	502	0	0	64096	11	39005	20	12368	43
pmultocida#1	GCF_015354685.fna	2433759	105	23178.66	263623	502	0	0	60200	11	39005	20	12134	44
pmultocida#1	GCF_015354715.fna	2434420	105	23184.95	263623	502	0	0	69925	11	43266	19	12432	41
pmultocida#1	GCF_015546645.fna	2562050	102	25118.14	268381	509	500	5	72128	10	49846	19	27542	32
pmultocida#1	GCF_015546695.fna	2385157	50	47703.14	194498	521	600	6	109655	9	77441	14	54111	21
pmultocida#1	GCF_015546705.fna	2360538	66	35765.73	181992	509	400	4	80987	9	46964	17	28813	29
pmultocida#1	GCF_016313205.fna	2398994	1	2398994	2398994	2398994	0	0	2398994	1	2398994	1	2398994	1
pmultocida#1	GCF_016458265.fna	2413477	128	18855.29	648142	500	0	0	289611	3	164054	5	67735	10
pmultocida#1	GCF_016820295.fna	2272124	33	68852.24	542219	241	31	2	429512	3	259655	4	196325	6
pmultocida#1	GCF_016916875.fna	2300632	33	69716.12	596940	523	0	0	166244	4	106569	7	53394	13
pmultocida#1	GCF_017815735.fna	2331688	1	2331688	2331688	2331688	0	0	2331688	1	2331688	1	2331688	1
pmultocida#1	GCF_018139065.fna	2287216	1	2287216	2287216	2287216	0	0	2287216	1	2287216	1	2287216	1
pmultocida#1	GCF_018162435.fna	2315687	42	55135.4	425061	3012	0	0	88739	5	53636	12	24684	24
pmultocida#1	GCF_019134675.fna	2384268	2	1192134	2379221	5047	0	0	2379221	1	2379221	1	2379221	1
pmultocida#1	GCF_900115485.fna	2269999	14	162142.79	541914	1299	331	2	298439	3	202675	5	90601	9
pmultocida#1	GCF_900187275.fna	2270953	1	2270953	2270953	2270953	0	0	2270953	1	2270953	1	2270953	1
pmultocida#1	GCF_900454565.fna	2298872	8	287359	763228	1814	0	0	751379	2	563949	3	563949	3
pmultocida#1	GCF_900454645.fna	2331553	2	1165776.5	2315579	15974	0	0	2315579	1	2315579	1	2315579	1
pmultocida#1	GCF_900454845.fna	2276133	2	1138066.5	2273079	3054	0	0	2273079	1	2273079	1	2273079	1
pmultocida#1	GCF_900478175.fna	2314214	1	2314214	2314214	2314214	0	0	2314214	1	2314214	1	2314214	1
pmultocida#1	GCF_900636625.fna	2325350	1	2325350	2325350	2325350	0	0	2325350	1	2325350	1	2325350	1
pmultocida#1	GCF_900638095.fna	2409583	1	2409583	2409583	2409583	0	0	2409583	1	2409583	1	2409583	1
pmultocida#1	GCF_900638315.fna	2317054	1	2317054	2317054	2317054	0	0	2317054	1	2317054	1	2317054	1
pmultocida#1	GCF_900638665.fna	2330363	1	2330363	2330363	2330363	0	0	2330363	1	2330363	1	2330363	1
ppentosaceus	GCF_000014505.fna	1832387	1	1832387	1832387	1832387	0	0	1832387	1	1832387	1	1832387	1
ppentosaceus	GCF_000285875.fna	1802376	91	19806.33	183723	501	0	0	115249	6	77493	11	26727	19
ppentosaceus	GCF_000496265.fna	1789138	1	1789138	1789138	1789138	0	0	1789138	1	1789138	1	1789138	1
ppentosaceus	GCF_000708635.fna	1751049	8	218881.12	484110	9349	0	0	476563	2	412855	3	129527	5
ppentosaceus	GCF_001411765.fna	1830629	4	457657.25	1739283	12769	0	0	1739283	1	1739283	1	1739283	1
ppentosaceus	GCF_001437285.fna	1739506	28	62125.21	354644	363	1	1	295919	3	251581	4	59089	8
ppentosaceus	GCF_001748065.fna	1774865	1	1774865	1774865	1774865	22491	25	1774865	1	1774865	1	1774865	1
ppentosaceus	GCF_002202155.fna	1869792	3	623264	1757573	51763	0	0	1757573	1	1757573	1	1757573	1
ppentosaceus	GCF_002724015.fna	1830385	27	67792.04	382914	1005	0	0	291756	3	121433	5	48585	9
ppentosaceus	GCF_002982155.fna	1758362	1	1758362	1758362	1758362	0	0	1758362	1	1758362	1	1758362	1
ppentosaceus	GCF_003429405.fna	1844764	3	614921.33	1752312	39282	0	0	1752312	1	1752312	1	1752312	1
ppentosaceus	GCF_004115445.fna	1808377	41	44106.76	492982	232	161	3	245036	3	152077	5	75064	8
ppentosaceus	GCF_004353295.fna	1928373	28	68870.46	435252	219	0	0	364301	3	288384	4	55201	7
ppentosaceus	GCF_004354495.fna	1764498	19	92868.32	357973	411	0	0	302347	3	297835	4	61847	8
ppentosaceus	GCF_005864405.fna	1940593	26	74638.19	424819	348	453	2	325547	3	292840	4	121800	6
