Genome,Scheme,ST,abcZ,bglA,cat,dapE,dat,ldh,lhkA,CC,Lineage
GCF_013625835.fna.gz,lmonocytogenes,562,83,19,91,100,58,178,72,CC562,IV
GCF_013625845.fna.gz,lmonocytogenes,564,67,76,91,102,60,228,38,ST564,IV
GCF_013625865.fna.gz,lmonocytogenes,1739,85,44,29,31,61,228,39,ST1739,IV
GCF_013625895.fna.gz,lmonocytogenes,2600,123,77,29,114,61,149,399,ST2600,IV
GCF_013625905.fna.gz,lmonocytogenes,2676,473,430,445,596,347,679,418,ST2676,IV
GCF_013625935.fna.gz,lmonocytogenes,1727,295,101,91,63,58,149,38,ST1727,IV
GCF_013625945.fna.gz,lmonocytogenes,2662,456,75,93,101,61,657,394,CC2662,IV
GCF_013625955.fna.gz,lmonocytogenes,874,123,44,29,102,61,292,38,ST874,IV
GCF_013625995.fna.gz,lmonocytogenes,70,20,11,23,27,16,34,13,CC70,III
GCF_013626005.fna.gz,lmonocytogenes,863,112,101,115,138,36,283,72,ST863,IV
GCF_013626015.fna.gz,lmonocytogenes,1789,309,58,204,24,32,164,20,CC1789,III
GCF_013626045.fna.gz,lmonocytogenes,1513,49,58,204,305,32,164,46,ST1513,III
GCF_013626055.fna.gz,lmonocytogenes,1779,44,71,294,48,41,285,194,CC1779,III
GCF_013626095.fna.gz,lmonocytogenes,1754,127,30,291,381,70,111,28,ST1754,III
GCF_013626105.fna.gz,lmonocytogenes,1510,32,58,72,24,25,123,55,CC1510,III
GCF_013626115.fna.gz,lmonocytogenes,1752,59,33,103,24,242,123,20,ST1752,III
GCF_013626145.fna.gz,lmonocytogenes,1743,92,117,279,365,157,367,257,ST1743,III
GCF_014059705.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_014059715.fna.gz,lmonocytogenes,59,11,1,12,16,3,1,7,CC59,I
GCF_014269385.fna.gz,lmonocytogenes,91,7,6,15,6,5,2,1,CC14,II
GCF_014269425.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_014269445.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_014269455.fna.gz,lmonocytogenes,412,7,52,8,6,1,2,1,CC412,II
GCF_014269485.fna.gz,lmonocytogenes,2332,11,3,12,38,3,94,358,CC224,I
GCF_014269505.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_014269515.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_014269525.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_014269535.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_014269575.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_014269605.fna.gz,lmonocytogenes,59,11,1,12,16,3,1,7,CC59,I
GCF_014269625.fna.gz,lmonocytogenes,451,7,5,10,21,1,4,1,CC11,II
GCF_014269645.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_014269665.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_014269685.fna.gz,lmonocytogenes,412,7,52,8,6,1,2,1,CC412,II
GCF_014269695.fna.gz,lmonocytogenes,29,15,10,18,18,1,3,1,CC29,II
GCF_014269725.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_014269745.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_014269755.fna.gz,lmonocytogenes,29,15,10,18,18,1,3,1,CC29,II
GCF_014269785.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_014269795.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_014269805.fna.gz,lmonocytogenes,412,7,52,8,6,1,2,1,CC412,II
GCF_014269845.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_014269865.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_014269885.fna.gz,lmonocytogenes,412,7,52,8,6,1,2,1,CC412,II
GCF_014304655.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_014304675.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_014304695.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_014304715.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_014304735.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_014304755.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_014304775.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_014324245.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_014324265.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_014324295.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_014324305.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_014334275.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_014526505.fna.gz,lmonocytogenes,1732,298,273,286,370,237,409,254,ST1732,III
GCF_014526535.fna.gz,lmonocytogenes,1519,49,58,219,24,32,123,20,ST1519,III
GCF_014526555.fna.gz,lmonocytogenes,854,71,118,132,158,89,300,100,ST854,III
GCF_014526575.fna.gz,lmonocytogenes,989,139,130,146,168,113,315,109,CC957,III
GCF_014526585.fna.gz,lmonocytogenes,869,117,32,35,145,87,285,94,ST869,III
GCF_014526615.fna.gz,lmonocytogenes,1721,198,270,218,350,234,300,194,ST1721,III
GCF_014526645.fna.gz,lmonocytogenes,868,116,105,118,144,86,111,28,ST868,III
GCF_014526655.fna.gz,lmonocytogenes,1140,189,159,99,225,32,355,150,CC1070,III
GCF_014526665.fna.gz,lmonocytogenes,859,92,117,134,159,96,301,83,ST859,III
GCF_014526695.fna.gz,lmonocytogenes,882,131,33,77,160,97,303,50,ST882,III
GCF_014526725.fna.gz,lmonocytogenes,1734,299,274,99,371,238,508,255,CC1734,III
GCF_014526735.fna.gz,lmonocytogenes,855,76,30,128,156,92,297,63,ST855,III
GCF_014526745.fna.gz,lmonocytogenes,880,129,116,129,48,41,298,98,CC880,III
GCF_014526785.fna.gz,lmonocytogenes,2583,92,117,127,113,348,380,170,CC1180,III
GCF_014526795.fna.gz,lmonocytogenes,1731,297,33,21,369,25,123,55,ST1731,III
GCF_014526825.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_014526835.fna.gz,lmonocytogenes,551,5,6,88,29,5,3,1,CC8,II
GCF_014526845.fna.gz,lmonocytogenes,844,8,6,8,6,1,37,91,CC689,II
GCF_014526855.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_014526905.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_014526925.fna.gz,lmonocytogenes,378,7,49,19,6,1,24,1,CC19,II
GCF_014526935.fna.gz,lmonocytogenes,561,5,8,5,7,6,2,71,CC7,II
GCF_014526945.fna.gz,lmonocytogenes,1216,7,10,10,6,1,2,1,CC11,II
GCF_014526985.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_014526995.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_014527025.fna.gz,lmonocytogenes,59,11,1,12,16,3,1,7,CC59,I
GCF_014527045.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_014527055.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_014527085.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_014527095.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_014527125.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_014527145.fna.gz,lmonocytogenes,554,2,1,9,1,3,5,5,CC554,I
GCF_014527165.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_014527175.fna.gz,lmonocytogenes,815,1,2,9,1,2,284,3,CC4,I
GCF_014527195.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_014527205.fna.gz,lmonocytogenes,87,12,1,4,14,3,39,4,CC87,I
GCF_014527245.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_014529455.fna.gz,lmonocytogenes,217,1,9,1,3,7,5,3,CC217,I
GCF_014843275.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_014843295.fna.gz,lmonocytogenes,12,5,8,5,7,6,22,1,CC7,II
GCF_014843315.fna.gz,lmonocytogenes,569,86,75,93,101,61,232,77,ST569,IV
GCF_014843335.fna.gz,lmonocytogenes,87,12,1,4,14,3,39,4,CC87,I
GCF_014983505.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_014983645.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_014983945.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_014987905.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_015352495.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_015352515.fna.gz,lmonocytogenes,378,7,49,19,6,1,24,1,CC19,II
GCF_015352525.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_015352545.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_015352565.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_015352595.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_015352615.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_015352635.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_015352655.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_015352665.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_015352695.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_015352715.fna.gz,lmonocytogenes,378,7,49,19,6,1,24,1,CC19,II
GCF_015352725.fna.gz,lmonocytogenes,321,5,6,8,62,6,7,34,CC321,II
GCF_015352735.fna.gz,lmonocytogenes,87,12,1,4,14,3,39,4,CC87,I
GCF_015352765.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_015352785.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_015352815.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_015352835.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_015352845.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_015352875.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_015352915.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_015354355.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_015583955.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_015689035.fna.gz,lmonocytogenes,1194,116,33,204,253,34,388,28,ST1194,III
GCF_015883325.fna.gz,lmonocytogenes,87,12,1,4,14,3,39,4,CC87,I
GCF_015883385.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_015883405.fna.gz,lmonocytogenes,451,7,5,10,21,1,4,1,CC11,II
GCF_015904145.fna.gz,lmonocytogenes,87,12,1,4,14,3,39,4,CC87,I
GCF_015904155.fna.gz,lmonocytogenes,87,12,1,4,14,3,39,4,CC87,I
GCF_015904165.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_015910505.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_015910615.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_016124165.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_016126225.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126295.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126305.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126335.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126345.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126355.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126385.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126415.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126435.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126445.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126465.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126495.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126515.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126525.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126555.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126575.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126585.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126615.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016126635.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_016404955.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_016612045.fna.gz,lmonocytogenes,91,7,6,15,6,5,2,1,CC14,II
GCF_016612055.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_016612065.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_016612075.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_016612085.fna.gz,lmonocytogenes,91,7,6,15,6,5,2,1,CC14,II
GCF_016612145.fna.gz,lmonocytogenes,18,7,6,15,18,12,6,1,CC18,II
GCF_016612165.fna.gz,lmonocytogenes,91,7,6,15,6,5,2,1,CC14,II
GCF_016612185.fna.gz,lmonocytogenes,14,8,6,13,6,5,2,1,CC14,II
GCF_016612205.fna.gz,lmonocytogenes,19,7,6,19,6,1,24,1,CC19,II
GCF_016612215.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_016612245.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_016612265.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_016612285.fna.gz,lmonocytogenes,18,7,6,15,18,12,6,1,CC18,II
GCF_016612305.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_016612315.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_016612325.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_016612355.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_016612385.fna.gz,lmonocytogenes,14,8,6,13,6,5,2,1,CC14,II
GCF_016612395.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_016612405.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_016612415.fna.gz,lmonocytogenes,398,7,13,19,6,1,7,1,CC19,II
GCF_016612425.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_016612485.fna.gz,lmonocytogenes,403,7,7,10,4,5,24,1,CC403,II
GCF_016612525.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_016728025.fna.gz,lmonocytogenes,427,15,10,66,18,1,3,1,CC29,II
GCF_016757715.fna.gz,lmonocytogenes,365,7,6,3,6,5,7,1,CC14,II
GCF_016767835.fna.gz,lmonocytogenes,224,11,3,12,38,3,94,2,CC224,I
GCF_016775725.fna.gz,lmonocytogenes,91,7,6,15,6,5,2,1,CC14,II
GCF_016775745.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_016775765.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_016802645.fna.gz,lmonocytogenes,87,12,1,4,14,3,39,4,CC87,I
GCF_016881705.fna.gz,lmonocytogenes,706,5,29,8,21,1,7,1,CC229,II
GCF_016918585.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_016918605.fna.gz,lmonocytogenes,new_alleles,~7,10,16,7,82,2,1,,
GCF_016918625.fna.gz,lmonocytogenes,18,7,6,15,18,12,6,1,CC18,II
GCF_016918645.fna.gz,lmonocytogenes,new_ST,5,7,15,7,1,2,6,,
GCF_016918665.fna.gz,lmonocytogenes,836,7,10,16,7,82,2,1,CC155,II
GCF_016918675.fna.gz,lmonocytogenes,431,7,15,15,78,6,14,9,CC101,II
GCF_016918705.fna.gz,lmonocytogenes,new_ST,5,7,15,7,1,2,6,,
GCF_016918725.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_016919025.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_016919035.fna.gz,lmonocytogenes,new_alleles,~7,10,16,7,82,2,1,,
GCF_016919085.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_016919095.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_016919125.fna.gz,lmonocytogenes,836,7,10,16,7,82,2,1,CC155,II
GCF_016919145.fna.gz,lmonocytogenes,836,7,10,16,7,82,2,1,CC155,II
GCF_016919225.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115185.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115205.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115215.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115235.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115255.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115285.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115305.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115325.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115335.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115365.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115385.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115395.fna.gz,lmonocytogenes,14,8,6,13,6,5,2,1,CC14,II
GCF_017115425.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115445.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115545.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115585.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115605.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115615.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115685.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017115705.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017116765.fna.gz,lmonocytogenes,87,12,1,4,14,3,39,4,CC87,I
GCF_017255455.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_017255515.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_017308695.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_017308725.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_017308755.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_017308775.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_017308795.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_017308805.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_017308815.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_017308855.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_017308875.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_017308885.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_017308895.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_017308905.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_017308915.fna.gz,lmonocytogenes,-,-,-,-,3|8,6|3,-,-,,
GCF_017313795.fna.gz,lmonocytogenes,-,1,1,11,11,2,1,-,,
GCF_017313815.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017313865.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017313885.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017313895.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017313905.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017313915.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017313945.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017313985.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314005.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314015.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314045.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314065.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314085.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314105.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314125.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314145.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314155.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314165.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314205.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314225.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314245.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314265.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314285.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314295.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314325.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314345.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314355.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314365.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314405.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314425.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314445.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314465.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314485.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_017314505.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314525.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314535.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314545.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314565.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314605.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314625.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314635.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314665.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314685.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017314705.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017314725.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_017314735.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314765.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314775.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314805.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314825.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314835.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_017314865.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017314885.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017314895.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017314925.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017314945.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017314965.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017314985.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017314995.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017315025.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017315045.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017315065.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017315085.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017315105.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017315115.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_017571325.fna.gz,lmonocytogenes,18,7,6,15,18,12,6,1,CC18,II
GCF_017571345.fna.gz,lmonocytogenes,54,1,1,12,17,2,1,3,CC54,I
GCF_017571365.fna.gz,lmonocytogenes,59,11,1,12,16,3,1,7,CC59,I
GCF_017571385.fna.gz,lmonocytogenes,54,1,1,12,17,2,1,3,CC54,I
